"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"16-Apr-2021","EQ","35.40","36.95","35.15","35.10","36.80","36.65","36.14","50.00","17.85",737903,"26,671,421.55",3558
"15-Apr-2021","EQ","35.70","35.95","34.75","35.70","35.15","35.10","35.19","50.00","17.85",301544,"10,611,495.65",1449
"13-Apr-2021","EQ","34.95","36.05","34.90","34.95","36.00","35.70","35.54","50.00","17.85",465096,"16,530,018.55",1203
"12-Apr-2021","EQ","36.55","36.55","34.50","36.95","34.80","34.95","35.55","50.00","17.85",810971,"28,830,250.90",3219
"09-Apr-2021","EQ","37.05","37.60","36.85","37.10","37.00","36.95","37.18","50.00","17.35",460258,"17,112,528.85",1693
"08-Apr-2021","EQ","37.30","38.00","37.05","37.40","37.05","37.10","37.48","50.00","17.35",507156,"19,010,734.05",2244
"07-Apr-2021","EQ","37.45","37.75","36.90","36.65","37.35","37.40","37.39","50.00","17.35",606544,"22,677,288.15",1982
"06-Apr-2021","EQ","36.80","37.20","36.45","36.80","36.65","36.65","36.83","50.00","17.35",429629,"15,821,258.80",1883
"05-Apr-2021","EQ","37.75","37.90","36.45","38.00","36.90","36.80","37.06","50.00","17.35",709866,"26,307,845.95",2680
"01-Apr-2021","EQ","36.75","38.60","36.70","36.40","38.10","38.00","37.51","50.00","16.35",797686,"29,919,989.65",3265
"31-Mar-2021","EQ","36.70","37.60","36.15","36.40","36.50","36.40","36.93","50.00","16.35",1339895,"49,486,993.20",3031
"30-Mar-2021","EQ","37.80","38.30","36.10","37.70","36.70","36.40","36.92","50.00","16.35",1510562,"55,770,875.70",6874
"26-Mar-2021","EQ","38.40","39.80","37.30","39.05","37.45","37.70","38.52","50.00","14.70",1416555,"54,569,883.70",4627
"25-Mar-2021","EQ","40.55","40.70","38.65","40.20","38.90","39.05","39.48","50.00","14.70",842932,"33,277,645.85",2701
"24-Mar-2021","EQ","41.40","41.45","39.90","41.40","40.50","40.20","40.66","50.00","14.70",741562,"30,150,323.90",2156
"23-Mar-2021","EQ","42.20","42.45","41.15","42.10","41.25","41.40","41.75","50.00","14.70",657625,"27,456,248.90",2102
"22-Mar-2021","EQ","42.90","43.00","41.80","42.65","41.95","42.10","42.50","50.00","14.70",761265,"32,351,120.45",2062
"19-Mar-2021","EQ","40.90","43.15","40.00","41.05","42.55","42.65","41.85","50.00","14.70",2611559,"109,281,518.70",5637
"18-Mar-2021","EQ","42.10","43.20","41.00","41.65","41.00","41.05","41.79","50.00","14.70",2092493,"87,454,301.20",4281
"17-Mar-2021","EQ","44.00","44.75","41.20","44.00","41.75","41.65","43.28","50.00","14.70",2550839,"110,389,230.35",4697
"16-Mar-2021","EQ","44.55","45.05","43.85","44.90","44.05","44.00","44.19","50.00","14.70",1196896,"52,892,159.50",2729
